Session,Match Number,Venue,Date and Time,Winning Team,First Team,Second Team,Link
2013,MATCH 65,"JSCA International Cricket Stadium, Ranchi","MAY, WED 15 , 4:00 pm IST",PUNE WARRIORS INDIA WON BY 7 RUNS,Kolkata Knight Riders 163/7 (20 OV),Pune Warriors India 170/4 (20 OV ),https://www.iplt20.com/match/2013/10391
2013,MATCH 64,"M. A. Chidambaram Stadium, Chennai","MAY, TUE 14 , 8:00 pm IST",CHENNAI SUPER KINGS WON BY 33 RUNS,Chennai Super Kings 168/4 (20 OV),Delhi Daredevils 135/9 (20 OV ),https://www.iplt20.com/match/2013/10390
2013,MATCH 63,"M. Chinnaswamy Stadium, Bengaluru","MAY, TUE 14 , 4:00 pm IST",PUNJAB KINGS WON BY 7 WICKETS,Royal Challengers Bangalore 174/5 (20 OV),Punjab Kings 176/3 (18.1 OV ),https://www.iplt20.com/match/2013/10389
2013,MATCH 62,"Wankhede Stadium, Mumbai","MAY, MON 13 , 8:00 pm IST",MUMBAI INDIANS WON BY 7 WICKETS,Mumbai Indians 184/3 (19.3 OV),Sunrisers Hyderabad 178/3 (20 OV ),https://www.iplt20.com/match/2013/10388
2013,MATCH 61,"Sawai Mansingh Stadium, Jaipur","MAY, SUN 12 , 8:00 pm IST",RAJASTHAN ROYALS WON BY 5 WICKETS,Rajasthan Royals 144/5 (17.1 OV),Chennai Super Kings 141/4 (20 OV ),https://www.iplt20.com/match/2013/10387
2013,MATCH 60,"JSCA International Cricket Stadium, Ranchi","MAY, SUN 12 , 4:00 pm IST",KOLKATA KNIGHT RIDERS WON BY 5 WICKETS,Kolkata Knight Riders 116/5 (19.2 OV),Royal Challengers Bangalore 115/9 (20 OV ),https://www.iplt20.com/match/2013/10386
2013,MATCH 59,"IS Bindra Stadium, Mohali","MAY, SAT 11 , 8:00 pm IST",SUNRISERS HYDERABAD WON BY 30 RUNS,Punjab Kings 120/9 (20 OV),Sunrisers Hyderabad 150/7 (20 OV ),https://www.iplt20.com/match/2013/10385
2013,MATCH 58,Pune,"MAY, SAT 11 , 4:00 pm IST",MUMBAI INDIANS WON BY 5 WICKETS,Pune Warriors India 112/8 (20 OV),Mumbai Indians 116/5 (18.5 OV ),https://www.iplt20.com/match/2013/10384
2013,MATCH 57,"Arun Jaitley Stadium, Delhi","MAY, FRI 10 , 8:00 pm IST",ROYAL CHALLENGERS BANGALORE WON BY 4 RUNS,Delhi Daredevils 179/7 (20 OV),Royal Challengers Bangalore 183/4 (20 OV ),https://www.iplt20.com/match/2013/10383
2013,MATCH 56,Pune,"MAY, THU 9 , 8:00 pm IST",KOLKATA KNIGHT RIDERS WON BY 46 RUNS,Pune Warriors India 106 (19.3 OV),Kolkata Knight Riders 152/6 (20 OV ),https://www.iplt20.com/match/2013/10382
2013,MATCH 55,"IS Bindra Stadium, Mohali","MAY, THU 9 , 4:00 pm IST",RAJASTHAN ROYALS WON BY 8 WICKETS,Punjab Kings 145/6 (20 OV),Rajasthan Royals 147/2 (19 OV ),https://www.iplt20.com/match/2013/10381
2013,MATCH 54,"Rajiv Gandhi Intl. Cricket Stadium, Hyderabad","MAY, WED 8 , 8:00 pm IST",CHENNAI SUPER KINGS WON BY 77 RUNS,Sunrisers Hyderabad 146/8 (20 OV),Chennai Super Kings 223/3 (20 OV ),https://www.iplt20.com/match/2013/10380
2013,MATCH 53,"Wankhede Stadium, Mumbai","MAY, TUE 7 , 8:00 pm IST",MUMBAI INDIANS WON BY 65 RUNS,Mumbai Indians 170/6 (20 OV),Kolkata Knight Riders 105 (18.2 OV ),https://www.iplt20.com/match/2013/10379
2013,MATCH 52,"Sawai Mansingh Stadium, Jaipur","MAY, TUE 7 , 4:00 pm IST",RAJASTHAN ROYALS WON BY 9 WICKETS,Rajasthan Royals 155/1 (17.5 OV),Delhi Daredevils 154/4 (20 OV ),https://www.iplt20.com/match/2013/10378
2013,MATCH 51,"IS Bindra Stadium, Mohali","MAY, MON 6 , 8:00 pm IST",PUNJAB KINGS WON BY 6 WICKETS,Punjab Kings 194/4 (18 OV),Royal Challengers Bangalore 190/3 (20 OV ),https://www.iplt20.com/match/2013/10377
2013,MATCH 50,"Sawai Mansingh Stadium, Jaipur","MAY, SUN 5 , 8:00 pm IST",RAJASTHAN ROYALS WON BY 5 WICKETS,Rajasthan Royals 182/5 (19.5 OV),Pune Warriors India 178/4 (20 OV ),https://www.iplt20.com/match/2013/10376
2013,MATCH 49,"Wankhede Stadium, Mumbai","MAY, SUN 5 , 4:00 pm IST",MUMBAI INDIANS WON BY 60 RUNS,Mumbai Indians 139/5 (20 OV),Chennai Super Kings 79 (15.2 OV ),https://www.iplt20.com/match/2013/10375
2013,MATCH 48,"Rajiv Gandhi Intl. Cricket Stadium, Hyderabad","MAY, SAT 4 , 8:00 pm IST",SUNRISERS HYDERABAD WON BY 6 WICKETS,Sunrisers Hyderabad 81/4 (13.5 OV),Delhi Daredevils 80 (19.1 OV ),https://www.iplt20.com/match/2013/10374
2013,MATCH 47,"Eden Gardens, Kolkata","MAY, FRI 3 , 8:00 pm IST",KOLKATA KNIGHT RIDERS WON BY 8 WICKETS,Kolkata Knight Riders 133/2 (17.2 OV),Rajasthan Royals 132/6 (20 OV ),https://www.iplt20.com/match/2013/10373
2013,MATCH 46,Pune,"MAY, THU 2 , 8:00 pm IST",ROYAL CHALLENGERS BANGALORE WON BY 17 RUNS,Pune Warriors India 170/9 (20 OV),Royal Challengers Bangalore 187/3 (20 OV ),https://www.iplt20.com/match/2013/10372
2013,MATCH 45,"M. A. Chidambaram Stadium, Chennai","MAY, THU 2 , 4:00 pm IST",CHENNAI SUPER KINGS WON BY 15 RUNS,Chennai Super Kings 186/4 (20 OV),Punjab Kings 171/6 (20 OV ),https://www.iplt20.com/match/2013/10371
2013,MATCH 44,"Shaheed Veer Narayan Singh International Cricket Stadium, Naya Raipur","MAY, WED 1 , 8:00 pm IST",DELHI DAREDEVILS WON BY 7 WICKETS,Delhi Daredevils 137/3 (17.5 OV),Kolkata Knight Riders 136/7 (20 OV ),https://www.iplt20.com/match/2013/10370
2013,MATCH 43,"Rajiv Gandhi Intl. Cricket Stadium, Hyderabad","MAY, WED 1 , 4:00 pm IST",SUNRISERS HYDERABAD WON BY 7 WICKETS,Sunrisers Hyderabad 130/3 (18 OV),Mumbai Indians 129/4 (20 OV ),https://www.iplt20.com/match/2013/10369
2013,MATCH 42,Pune,"APR, TUE 30 , 8:00 pm IST",CHENNAI SUPER KINGS WON BY 37 RUNS,Pune Warriors India 127/9 (20 OV),Chennai Super Kings 164/3 (20 OV ),https://www.iplt20.com/match/2013/10368
2013,MATCH 41,"Wankhede Stadium, Mumbai","APR, MON 29 , 8:00 pm IST",MUMBAI INDIANS WON BY 4 RUNS,Mumbai Indians 174/3 (20 OV),Punjab Kings 170 (20 OV ),https://www.iplt20.com/match/2013/10367
2013,MATCH 40,"Sawai Mansingh Stadium, Jaipur","APR, MON 29 , 4:00 pm IST",RAJASTHAN ROYALS WON BY 4 WICKETS,Rajasthan Royals 173/6 (19.5 OV),Royal Challengers Bangalore 171/6 (20 OV ),https://www.iplt20.com/match/2013/10366
2013,MATCH 39,"Shaheed Veer Narayan Singh International Cricket Stadium, Naya Raipur","APR, SUN 28 , 8:00 pm IST",DELHI DAREDEVILS WON BY 15 RUNS,Delhi Daredevils 164/5 (20 OV),Pune Warriors India 149/4 (20 OV ),https://www.iplt20.com/match/2013/10365
2013,MATCH 38,"M. A. Chidambaram Stadium, Chennai","APR, SUN 28 , 4:00 pm IST",CHENNAI SUPER KINGS WON BY 14 RUNS,Chennai Super Kings 200/3 (20 OV),Kolkata Knight Riders 186/4 (20 OV ),https://www.iplt20.com/match/2013/10364
2013,MATCH 37,"Wankhede Stadium, Mumbai","APR, SAT 27 , 8:00 pm IST",MUMBAI INDIANS WON BY 58 RUNS,Mumbai Indians 194/7 (20 OV),Royal Challengers Bangalore 136/7 (20 OV ),https://www.iplt20.com/match/2013/10363
2013,MATCH 36,"Sawai Mansingh Stadium, Jaipur","APR, SAT 27 , 4:00 pm IST",RAJASTHAN ROYALS WON BY 8 WICKETS,Rajasthan Royals 146/2 (17.5 OV),Sunrisers Hyderabad 144/9 (20 OV ),https://www.iplt20.com/match/2013/10362
2013,MATCH 35,"Eden Gardens, Kolkata","APR, FRI 26 , 8:00 pm IST",KOLKATA KNIGHT RIDERS WON BY 6 WICKETS,Kolkata Knight Riders 150/4 (18.2 OV),Punjab Kings 149/6 (20 OV ),https://www.iplt20.com/match/2013/10361
2013,MATCH 34,"M. A. Chidambaram Stadium, Chennai","APR, THU 25 , 8:00 pm IST",CHENNAI SUPER KINGS WON BY 5 WICKETS,Chennai Super Kings 160/5 (19.4 OV),Sunrisers Hyderabad 159/6 (20 OV ),https://www.iplt20.com/match/2013/10360
2013,MATCH 33,"Eden Gardens, Kolkata","APR, WED 24 , 8:00 pm IST",MUMBAI INDIANS WON BY 5 WICKETS,Kolkata Knight Riders 159/6 (20 OV),Mumbai Indians 162/5 (19.5 OV ),https://www.iplt20.com/match/2013/10359
2013,MATCH 32,"Arun Jaitley Stadium, Delhi","APR, TUE 23 , 8:00 pm IST",PUNJAB KINGS WON BY 5 WICKETS,Delhi Daredevils 120/7 (20 OV),Punjab Kings 121/5 (17 OV ),https://www.iplt20.com/match/2013/10358
2013,MATCH 31,"M. Chinnaswamy Stadium, Bengaluru","APR, TUE 23 , 4:00 pm IST",ROYAL CHALLENGERS BANGALORE WON BY 130 RUNS,Royal Challengers Bangalore 263/5 (20 OV),Pune Warriors India 133/9 (20 OV ),https://www.iplt20.com/match/2013/10357
2013,MATCH 30,"M. A. Chidambaram Stadium, Chennai","APR, MON 22 , 8:00 pm IST",CHENNAI SUPER KINGS WON BY 5 WICKETS,Chennai Super Kings 186/5 (19.5 OV),Rajasthan Royals 185/4 (20 OV ),https://www.iplt20.com/match/2013/10356
2013,MATCH 29,"IS Bindra Stadium, Mohali","APR, SUN 21 , 8:00 pm IST",PUNJAB KINGS WON BY 7 WICKETS,Punjab Kings 186/3 (19.5 OV),Pune Warriors India 185/4 (20 OV ),https://www.iplt20.com/match/2013/10355
2013,MATCH 28,"Arun Jaitley Stadium, Delhi","APR, SUN 21 , 4:00 pm IST",DELHI DAREDEVILS WON BY 9 WICKETS,Delhi Daredevils 165/1 (17 OV),Mumbai Indians 161/4 (20 OV ),https://www.iplt20.com/match/2013/10354
2013,MATCH 27,"M. Chinnaswamy Stadium, Bengaluru","APR, SAT 20 , 8:00 pm IST",ROYAL CHALLENGERS BANGALORE WON BY 7 WICKETS,Royal Challengers Bangalore 123/3 (17.5 OV),Rajasthan Royals 117 (19.4 OV ),https://www.iplt20.com/match/2013/10353
2013,MATCH 26,"Eden Gardens, Kolkata","APR, SAT 20 , 4:00 pm IST",CHENNAI SUPER KINGS WON BY 4 WICKETS,Kolkata Knight Riders 119/9 (20 OV),Chennai Super Kings 124/6 (19.1 OV ),https://www.iplt20.com/match/2013/10352
2013,MATCH 25,"Rajiv Gandhi Intl. Cricket Stadium, Hyderabad","APR, FRI 19 , 8:00 pm IST",SUNRISERS HYDERABAD WON BY 5 WICKETS,Sunrisers Hyderabad 127/5 (18.5 OV),Punjab Kings 123/9 (20 OV ),https://www.iplt20.com/match/2013/10351
2013,MATCH 24,"Arun Jaitley Stadium, Delhi","APR, THU 18 , 8:00 pm IST",CHENNAI SUPER KINGS WON BY 86 RUNS,Delhi Daredevils 83 (17.3 OV),Chennai Super Kings 169/4 (20 OV ),https://www.iplt20.com/match/2013/10350
2013,MATCH 23,"Sawai Mansingh Stadium, Jaipur","APR, WED 17 , 8:00 pm IST",RAJASTHAN ROYALS WON BY 87 RUNS,Rajasthan Royals 179/3 (20 OV),Mumbai Indians 92 (18.2 OV ),https://www.iplt20.com/match/2013/10349
2013,MATCH 22,Pune,"APR, WED 17 , 4:00 pm IST",SUNRISERS HYDERABAD WON BY 11 RUNS,Pune Warriors India 108 (19 OV),Sunrisers Hyderabad 119/8 (20 OV ),https://www.iplt20.com/match/2013/10348
2013,MATCH 21,"M. Chinnaswamy Stadium, Bengaluru","APR, TUE 16 , 8:00 pm IST",MATCH TIED (ROYAL CHALLENGERS BANGALORE WON SUPER OVER),Royal Challengers Bangalore 152/7 (20 OV),Delhi Daredevils 152/5 (20 OV ),https://www.iplt20.com/match/2013/10347
2013,MATCH 20,"IS Bindra Stadium, Mohali","APR, TUE 16 , 4:00 pm IST",PUNJAB KINGS WON BY 4 RUNS,Punjab Kings 157/9 (20 OV),Kolkata Knight Riders 153/9 (20 OV ),https://www.iplt20.com/match/2013/10346
2013,MATCH 19,"M. A. Chidambaram Stadium, Chennai","APR, MON 15 , 8:00 pm IST",PUNE WARRIORS INDIA WON BY 24 RUNS,Chennai Super Kings 135/8 (20 OV),Pune Warriors India 159/5 (20 OV ),https://www.iplt20.com/match/2013/10345
2013,MATCH 18,"Sawai Mansingh Stadium, Jaipur","APR, SUN 14 , 8:00 pm IST",RAJASTHAN ROYALS WON BY 6 WICKETS,Rajasthan Royals 126/4 (19.2 OV),Punjab Kings 124 (18.5 OV ),https://www.iplt20.com/match/2013/10344
2013,MATCH 17,"Eden Gardens, Kolkata","APR, SUN 14 , 4:00 pm IST",KOLKATA KNIGHT RIDERS WON BY 48 RUNS,Kolkata Knight Riders 180/4 (20 OV),Sunrisers Hyderabad 132/7 (20 OV ),https://www.iplt20.com/match/2013/10343
2013,MATCH 16,"M. A. Chidambaram Stadium, Chennai","APR, SAT 13 , 8:00 pm IST",CHENNAI SUPER KINGS WON BY 4 WICKETS,Chennai Super Kings 166/6 (19.5 OV),Royal Challengers Bangalore 165/6 (20 OV ),https://www.iplt20.com/match/2013/10342
2013,MATCH 15,"Wankhede Stadium, Mumbai","APR, SAT 13 , 4:00 pm IST",MUMBAI INDIANS WON BY 41 RUNS,Mumbai Indians 183/3 (20 OV),Pune Warriors India 142/8 (20 OV ),https://www.iplt20.com/match/2013/10341
2013,MATCH 14,"Arun Jaitley Stadium, Delhi","APR, FRI 12 , 8:00 pm IST",SUNRISERS HYDERABAD WON BY 3 WICKETS,Delhi Daredevils 114/8 (20 OV),Sunrisers Hyderabad 115/7 (19.2 OV ),https://www.iplt20.com/match/2013/10340
2013,MATCH 13,Pune,"APR, THU 11 , 8:00 pm IST",PUNE WARRIORS INDIA WON BY 7 WICKETS,Pune Warriors India 148/3 (18.4 OV),Rajasthan Royals 145/5 (20 OV ),https://www.iplt20.com/match/2013/10339
2013,MATCH 12,"M. Chinnaswamy Stadium, Bengaluru","APR, THU 11 , 4:00 pm IST",ROYAL CHALLENGERS BANGALORE WON BY 8 WICKETS,Royal Challengers Bangalore 158/2 (17.3 OV),Kolkata Knight Riders 154/8 (20 OV ),https://www.iplt20.com/match/2013/10338
2013,MATCH 11,"IS Bindra Stadium, Mohali","APR, WED 10 , 8:00 pm IST",CHENNAI SUPER KINGS WON BY 10 WICKETS,Punjab Kings 138 (19.5 OV),Chennai Super Kings 139/0 (17.2 OV ),https://www.iplt20.com/match/2013/10337
2013,MATCH 10,"Wankhede Stadium, Mumbai","APR, TUE 9 , 8:00 pm IST",MUMBAI INDIANS WON BY 44 RUNS,Mumbai Indians 209/5 (20 OV),Delhi Daredevils 165/9 (20 OV ),https://www.iplt20.com/match/2013/10336
2013,MATCH 9,"M. Chinnaswamy Stadium, Bengaluru","APR, TUE 9 , 4:00 pm IST",ROYAL CHALLENGERS BANGALORE WON BY 7 WICKETS,Royal Challengers Bangalore 162/3 (17.4 OV),Sunrisers Hyderabad 161/6 (20 OV ),https://www.iplt20.com/match/2013/10335
2013,MATCH 8,"Sawai Mansingh Stadium, Jaipur","APR, MON 8 , 8:00 pm IST",RAJASTHAN ROYALS WON BY 19 RUNS,Rajasthan Royals 144/6 (20 OV),Kolkata Knight Riders 125 (19 OV ),https://www.iplt20.com/match/2013/10334
2013,MATCH 7,"Rajiv Gandhi Intl. Cricket Stadium, Hyderabad","APR, SUN 7 , 8:00 pm IST",MATCH TIED (SUNRISERS HYDERABAD WON SUPER OVER),Sunrisers Hyderabad 130/7 (20 OV),Royal Challengers Bangalore 130/8 (20 OV ),https://www.iplt20.com/match/2013/10333
2013,MATCH 6,Pune,"APR, SUN 7 , 4:00 pm IST",PUNJAB KINGS WON BY 8 WICKETS,Pune Warriors India 99/9 (20 OV),Punjab Kings 100/2 (12.2 OV ),https://www.iplt20.com/match/2013/10332
2013,MATCH 5,"M. A. Chidambaram Stadium, Chennai","APR, SAT 6 , 8:00 pm IST",MUMBAI INDIANS WON BY 9 RUNS,Chennai Super Kings 139/9 (20 OV),Mumbai Indians 148/6 (20 OV ),https://www.iplt20.com/match/2013/10331
2013,MATCH 4,"Arun Jaitley Stadium, Delhi","APR, SAT 6 , 4:00 pm IST",RAJASTHAN ROYALS WON BY 5 RUNS,Delhi Daredevils 160/6 (20 OV),Rajasthan Royals 165/7 (20 OV ),https://www.iplt20.com/match/2013/10330
2013,MATCH 3,"Rajiv Gandhi Intl. Cricket Stadium, Hyderabad","APR, FRI 5 , 8:00 pm IST",SUNRISERS HYDERABAD WON BY 22 RUNS,Sunrisers Hyderabad 126/6 (20 OV),Pune Warriors India 104 (18.5 OV ),https://www.iplt20.com/match/2013/10329
2013,MATCH 2,"M. Chinnaswamy Stadium, Bengaluru","APR, THU 4 , 8:00 pm IST",ROYAL CHALLENGERS BANGALORE WON BY 2 RUNS,Royal Challengers Bangalore 156/5 (20 OV),Mumbai Indians 154/5 (20 OV ),https://www.iplt20.com/match/2013/10328
2013,MATCH 1,"Eden Gardens, Kolkata","APR, WED 3 , 8:00 pm IST",KOLKATA KNIGHT RIDERS WON BY 6 WICKETS,Kolkata Knight Riders 129/4 (18.4 OV),Delhi Daredevils 128 (20 OV ),https://www.iplt20.com/match/2013/10327
2014,MATCH 60,"M. Chinnaswamy Stadium, Bengaluru","JUN, SUN 1 , 8:00 pm IST",KOLKATA KNIGHT RIDERS WON BY 3 WICKETS,Punjab Kings 199/4 (20 OV),Kolkata Knight Riders 200/7 (19.3 OV ),https://www.iplt20.com/match/2014/10462
2014,MATCH 59,"Wankhede Stadium, Mumbai","MAY, FRI 30 , 8:00 pm IST",PUNJAB KINGS WON BY 24 RUNS,Punjab Kings 226/6 (20 OV),Chennai Super Kings 202/7 (20 OV ),https://www.iplt20.com/match/2014/10461
2014,MATCH 58,"Brabourne Stadium, Mumbai","MAY, WED 28 , 8:00 pm IST",CHENNAI SUPER KINGS WON BY 7 WICKETS,Chennai Super Kings 176/3 (18.4 OV),Mumbai Indians 173/8 (20 OV ),https://www.iplt20.com/match/2014/10460
2014,MATCH 57,"Eden Gardens, Kolkata","MAY, WED 28 , 4:00 pm IST",KOLKATA KNIGHT RIDERS WON BY 28 RUNS,Punjab Kings 135/8 (20 OV),Kolkata Knight Riders 163/8 (20 OV ),https://www.iplt20.com/match/2014/10459
2014,MATCH 56,"Wankhede Stadium, Mumbai","MAY, SUN 25 , 8:00 pm IST",MUMBAI INDIANS WON BY 5 WICKETS,Mumbai Indians 195/5 (14.4 OV),Rajasthan Royals 189/4 (20 OV ),https://www.iplt20.com/match/2014/10458
2014,MATCH 55,"IS Bindra Stadium, Mohali","MAY, SUN 25 , 4:00 pm IST",PUNJAB KINGS WON BY 7 WICKETS,Punjab Kings 119/3 (13.5 OV),Delhi Daredevils 115 (18.1 OV ),https://www.iplt20.com/match/2014/10457
2014,MATCH 54,"Eden Gardens, Kolkata","MAY, SAT 24 , 8:00 pm IST",KOLKATA KNIGHT RIDERS WON BY 4 WICKETS,Kolkata Knight Riders 161/6 (14.2 OV),Sunrisers Hyderabad 160/7 (20 OV ),https://www.iplt20.com/match/2014/10456
2014,MATCH 53,"M. Chinnaswamy Stadium, Bengaluru","MAY, SAT 24 , 4:00 pm IST",CHENNAI SUPER KINGS WON BY 8 WICKETS,Royal Challengers Bangalore 154/6 (20 OV),Chennai Super Kings 160/2 (17.4 OV ),https://www.iplt20.com/match/2014/10455
2014,MATCH 52,"IS Bindra Stadium, Mohali","MAY, FRI 23 , 8:00 pm IST",PUNJAB KINGS WON BY 16 RUNS,Punjab Kings 179/4 (20 OV),Rajasthan Royals 163/8 (20 OV ),https://www.iplt20.com/match/2014/10454
2014,MATCH 51,"Wankhede Stadium, Mumbai","MAY, FRI 23 , 4:00 pm IST",MUMBAI INDIANS WON BY 15 RUNS,Mumbai Indians 173 (19.3 OV),Delhi Daredevils 158/4 (20 OV ),https://www.iplt20.com/match/2014/10453
2014,MATCH 50,"JSCA International Cricket Stadium, Ranchi","MAY, THU 22 , 8:00 pm IST",SUNRISERS HYDERABAD WON BY 6 WICKETS,Chennai Super Kings 185/3 (20 OV),Sunrisers Hyderabad 189/4 (19.4 OV ),https://www.iplt20.com/match/2014/10452
2014,MATCH 49,"Eden Gardens, Kolkata","MAY, THU 22 , 4:00 pm IST",KOLKATA KNIGHT RIDERS WON BY 30 RUNS,Kolkata Knight Riders 195/4 (20 OV),Royal Challengers Bangalore 165/5 (20 OV ),https://www.iplt20.com/match/2014/10451
2014,MATCH 48,"IS Bindra Stadium, Mohali","MAY, WED 21 , 8:00 pm IST",MUMBAI INDIANS WON BY 7 WICKETS,Punjab Kings 156/8 (20 OV),Mumbai Indians 159/3 (19 OV ),https://www.iplt20.com/match/2014/10450
2014,MATCH 47,"Eden Gardens, Kolkata","MAY, TUE 20 , 8:00 pm IST",KOLKATA KNIGHT RIDERS WON BY 8 WICKETS,Kolkata Knight Riders 156/2 (18 OV),Chennai Super Kings 154/4 (20 OV ),https://www.iplt20.com/match/2014/10449
2014,MATCH 46,"Rajiv Gandhi Intl. Cricket Stadium, Hyderabad","MAY, TUE 20 , 4:00 pm IST",SUNRISERS HYDERABAD WON BY 7 WICKETS,Sunrisers Hyderabad 161/3 (19.4 OV),Royal Challengers Bangalore 160/6 (20 OV ),https://www.iplt20.com/match/2014/10448
2014,MATCH 45,"Arun Jaitley Stadium, Delhi","MAY, MON 19 , 8:00 pm IST",PUNJAB KINGS WON BY 4 WICKETS,Delhi Daredevils 164/7 (20 OV),Punjab Kings 165/6 (19.4 OV ),https://www.iplt20.com/match/2014/10447
2014,MATCH 44,"Narendra Modi Stadium, Ahmedabad","MAY, MON 19 , 4:00 pm IST",MUMBAI INDIANS WON BY 25 RUNS,Rajasthan Royals 153/8 (20 OV),Mumbai Indians 178/3 (20 OV ),https://www.iplt20.com/match/2014/10446
2014,MATCH 43,"Rajiv Gandhi Intl. Cricket Stadium, Hyderabad","MAY, SUN 18 , 8:00 pm IST",KOLKATA KNIGHT RIDERS WON BY 7 WICKETS,Sunrisers Hyderabad 142/8 (20 OV),Kolkata Knight Riders 146/3 (19.4 OV ),https://www.iplt20.com/match/2014/10445
2014,MATCH 42,"JSCA International Cricket Stadium, Ranchi","MAY, SUN 18 , 4:00 pm IST",ROYAL CHALLENGERS BANGALORE WON BY 5 WICKETS,Chennai Super Kings 138/4 (20 OV),Royal Challengers Bangalore 142/5 (19.5 OV ),https://www.iplt20.com/match/2014/10444
2014,MATCH 41,"Narendra Modi Stadium, Ahmedabad","MAY, THU 15 , 8:00 pm IST",RAJASTHAN ROYALS WON BY 62 RUNS,Rajasthan Royals 201/6 (20 OV),Delhi Daredevils 139/9 (20 OV ),https://www.iplt20.com/match/2014/10443
2014,MATCH 40,"Barabati Stadium, Cuttack","MAY, WED 14 , 8:00 pm IST",KOLKATA KNIGHT RIDERS WON BY 6 WICKETS,Kolkata Knight Riders 142/4 (18.4 OV),Mumbai Indians 141/5 (20 OV ),https://www.iplt20.com/match/2014/10442
2014,MATCH 39,"Rajiv Gandhi Intl. Cricket Stadium, Hyderabad","MAY, WED 14 , 4:00 pm IST",PUNJAB KINGS WON BY 6 WICKETS,Sunrisers Hyderabad 205/5 (20 OV),Punjab Kings 211/4 (18.4 OV ),https://www.iplt20.com/match/2014/10441
2014,MATCH 38,"M. Chinnaswamy Stadium, Bengaluru","MAY, TUE 13 , 8:00 pm IST",ROYAL CHALLENGERS BANGALORE WON BY 16 RUNS,Royal Challengers Bangalore 186/4 (20 OV),Delhi Daredevils 170/7 (20 OV ),https://www.iplt20.com/match/2014/10440
2014,MATCH 37,"JSCA International Cricket Stadium, Ranchi","MAY, TUE 13 , 4:00 pm IST",CHENNAI SUPER KINGS WON BY 5 WICKETS,Chennai Super Kings 149/5 (19.4 OV),Rajasthan Royals 148/8 (20 OV ),https://www.iplt20.com/match/2014/10439
2014,MATCH 36,"Rajiv Gandhi Intl. Cricket Stadium, Hyderabad","MAY, MON 12 , 8:00 pm IST",MUMBAI INDIANS WON BY 7 WICKETS,Sunrisers Hyderabad 157/3 (20 OV),Mumbai Indians 160/3 (18.4 OV ),https://www.iplt20.com/match/2014/10438
2014,MATCH 35,"M. Chinnaswamy Stadium, Bengaluru","MAY, SUN 11 , 8:00 pm IST",RAJASTHAN ROYALS WON BY 5 WICKETS,Royal Challengers Bangalore 190/5 (20 OV),Rajasthan Royals 191/5 (18.5 OV ),https://www.iplt20.com/match/2014/10437
2014,MATCH 34,"Barabati Stadium, Cuttack","MAY, SUN 11 , 4:00 pm IST",KOLKATA KNIGHT RIDERS WON BY 9 WICKETS,Punjab Kings 149/8 (20 OV),Kolkata Knight Riders 150/1 (18 OV ),https://www.iplt20.com/match/2014/10436
2014,MATCH 33,"Wankhede Stadium, Mumbai","MAY, SAT 10 , 8:00 pm IST",CHENNAI SUPER KINGS WON BY 4 WICKETS,Mumbai Indians 157/6 (20 OV),Chennai Super Kings 160/6 (19.3 OV ),https://www.iplt20.com/match/2014/10435
2014,MATCH 32,"Arun Jaitley Stadium, Delhi","MAY, SAT 10 , 4:00 pm IST",SUNRISERS HYDERABAD WON BY 8 WICKETS (D/L METHOD),Delhi Daredevils 143/7 (20 OV),Sunrisers Hyderabad 44/2 (4.2 OV ),https://www.iplt20.com/match/2014/10434
2014,MATCH 31,"M. Chinnaswamy Stadium, Bengaluru","MAY, FRI 9 , 8:00 pm IST",PUNJAB KINGS WON BY 32 RUNS,Royal Challengers Bangalore 166/9 (20 OV),Punjab Kings 198/8 (20 OV ),https://www.iplt20.com/match/2014/10433
2014,MATCH 30,"Narendra Modi Stadium, Ahmedabad","MAY, THU 8 , 8:00 pm IST",SUNRISERS HYDERABAD WON BY 32 RUNS,Rajasthan Royals 102 (19.5 OV),Sunrisers Hyderabad 134/9 (20 OV ),https://www.iplt20.com/match/2014/10432
2014,MATCH 29,"Barabati Stadium, Cuttack","MAY, WED 7 , 8:00 pm IST",PUNJAB KINGS WON BY 44 RUNS,Punjab Kings 231/4 (20 OV),Chennai Super Kings 187/6 (20 OV ),https://www.iplt20.com/match/2014/10431
2014,MATCH 28,"Arun Jaitley Stadium, Delhi","MAY, WED 7 , 4:00 pm IST",KOLKATA KNIGHT RIDERS WON BY 8 WICKETS,Delhi Daredevils 160/5 (20 OV),Kolkata Knight Riders 161/2 (18.2 OV ),https://www.iplt20.com/match/2014/10430
2014,MATCH 27,"Wankhede Stadium, Mumbai","MAY, TUE 6 , 8:00 pm IST",MUMBAI INDIANS WON BY 19 RUNS,Mumbai Indians 187/5 (20 OV),Royal Challengers Bangalore 168/8 (20 OV ),https://www.iplt20.com/match/2014/10429
2014,MATCH 26,"Arun Jaitley Stadium, Delhi","MAY, MON 5 , 8:00 pm IST",CHENNAI SUPER KINGS WON BY 8 WICKETS,Delhi Daredevils 178/5 (20 OV),Chennai Super Kings 181/2 (19.4 OV ),https://www.iplt20.com/match/2014/10428
2014,MATCH 25,"Narendra Modi Stadium, Ahmedabad","MAY, MON 5 , 4:00 pm IST",RAJASTHAN ROYALS WON BY 10 RUNS,Rajasthan Royals 170/6 (20 OV),Kolkata Knight Riders 160/6 (20 OV ),https://www.iplt20.com/match/2014/10427
